f(x),orientation,winE,winW,transmitance
133.163179,73.05,5.616,5.845,0.3434
133.365357,75.21,5.426,5.821,0.3544
133.14087,71.48,5.741,5.89,0.3463
143.057637,176.83,5.661,4.7,0.6379
134.306762,75.75,5.518,5.046,0.4262
135.241958,-93.03,5.477,4.778,0.3444
133.077246,71.18,5.626,5.862,0.342
133.641699,74.8,5.49,5.567,0.3929
133.116741,71.84,5.738,5.892,0.345
139.144926,-177.11,3.541,5.865,0.3005
136.933163,-138.96,4.446,5.205,0.3441
133.845655,91.77,5.489,5.823,0.279
133.201516,72.89,5.583,5.849,0.3509
133.013745,72.24,5.615,5.895,0.3315
133.297728,70.18,5.706,5.9,0.3381
133.275855,66.66,5.585,5.863,0.327
132.998136,72.17,5.617,5.9,0.3316
133.219431,69.81,5.622,5.9,0.3312
133.01429,72.01,5.591,5.9,0.3321
133.11945,72.79,5.616,5.9,0.3313
137.188318,-177.3,5.692,5.867,0.2047
138.198009,-179.68,4.639,5.83,0.4368
133.669365,69.51,5.801,5.304,0.2851
133.504388,81.18,5.763,5.618,0.2981
133.457903,67.24,5.316,5.677,0.3146
133.029475,71.61,5.611,5.897,0.3333
141.020702,-176.03,5.389,4.551,0.5487
136.997136,-114.33,4.441,5.899,0.274
133.424508,68.05,5.582,5.345,0.3298
133.267177,72.33,5.58,5.59,0.3174
133.130462,68.77,5.476,5.839,0.3303
133.021978,71.7,5.612,5.9,0.3316
138.233804,-123.46,4.224,4.82,0.5061
138.189357,175.2,5.851,5.392,0.3621
134.589348,94.84,5.233,5.541,0.4472
133.175116,71.84,5.49,5.601,0.3386
133.192205,72.78,5.474,5.836,0.3399
133.05624,71.73,5.563,5.884,0.3332
133.106354,71.61,5.637,5.894,0.3316
132.995977,71.89,5.627,5.897,0.3316
133.002344,72.18,5.617,5.899,0.3322
136.738831,-80.55,4.341,5.854,0.56
136.703067,-134.97,5.25,5.253,0.22
134.272709,94.61,5.75,5.35,0.3321
133.130273,71.45,5.546,5.725,0.3314
133.0392,71.58,5.583,5.88,0.3312
132.998884,71.97,5.622,5.899,0.3317
137.914302,33.16,4.631,4.394,0.456
136.035999,-62.44,5.01,4.704,0.5088
133.096973,73.03,5.571,5.876,0.2927
133.104689,73.82,5.564,5.788,0.3119
133.290902,69.86,5.502,5.802,0.3129
133.266545,75.26,5.593,5.759,0.2983
138.41571,165.14,4.061,5.817,0.2679
136.568675,144.89,4.964,5.875,0.304
134.264073,82.72,5.22,5.15,0.3729
133.074679,71.5,5.543,5.812,0.3313
133.049933,73.38,5.62,5.899,0.2921
133.279332,72.95,5.459,5.669,0.3271
133.217078,72.45,5.636,5.9,0.3318
133.002136,72.17,5.626,5.887,0.3315
133.017049,71.59,5.624,5.895,0.3316
136.888587,91.53,4.379,5.844,0.2021
135.590493,58.35,5.126,5.27,0.205
133.873615,70.12,5.343,5.468,0.2612
133.199064,74.45,5.608,5.88,0.3046
133.053457,72.03,5.609,5.786,0.323
133.235923,75.9,5.782,5.9,0.3334
139.513461,-21.17,5.891,4.858,0.2034
134.6686,95.34,4.804,5.789,0.2984
134.349267,86.41,5.265,5.32,0.3076
133.044576,71.76,5.599,5.826,0.3303
133.089551,72.79,5.623,5.9,0.2787
133.007121,71.84,5.617,5.859,0.3293
138.398663,-43.53,5.533,5.58,0.467
136.195526,125.29,5.172,5.895,0.225
133.403626,70.3,5.74,5.624,0.2716
133.034625,72.08,5.608,5.86,0.3322
133.021847,72.26,5.606,5.82,0.3233
133.14482,72.61,5.614,5.817,0.32
133.164735,72.39,5.625,5.878,0.3326
133.138751,72.39,5.632,5.9,0.332
133.003464,71.97,5.626,5.892,0.3318
142.730298,-1.42,5.742,4.169,0.6287
136.369967,-92.95,4.531,5.09,0.4013
133.923097,86.36,5.177,5.863,0.3149
132.996765,72.25,5.63,5.834,0.2875
133.037825,71.73,5.607,5.867,0.3314
132.995886,71.93,5.624,5.889,0.3308
139.88425,-25.16,5.166,3.951,0.3993
137.917604,-149.83,5.848,5.232,0.4665
134.12161,77.64,5.319,5.848,0.2279
133.053884,73.81,5.627,5.867,0.2849
133.302853,69.81,5.668,5.856,0.2878
133.239859,72.34,5.58,5.781,0.2743
137.494902,127.34,5.827,4.604,0.2112
136.122012,-159.53,5.065,5.803,0.3027
135.706126,109.22,5.618,5.206,0.2473
133.236575,74.45,5.605,5.854,0.2892
133.019785,71.96,5.616,5.819,0.2824
132.956296,70.87,5.579,5.9,0.291
133.099377,67.45,5.604,5.889,0.2944
132.956265,70.85,5.569,5.9,0.2903
132.995316,70.96,5.574,5.9,0.2918
132.970854,70.51,5.583,5.896,0.2906
138.979486,-145.29,4.791,5.743,0.5553
135.576578,-118.38,5.085,5.247,0.3275
133.528079,82.37,5.496,5.602,0.3664
133.22317,69.7,5.585,5.876,0.2837
133.231526,73.16,5.637,5.771,0.2828
132.988382,71.66,5.585,5.9,0.2893
137.6559,146.18,5.335,4.586,0.4143
135.412699,98.06,4.469,5.887,0.5192
133.126193,67.87,5.899,5.764,0.3093
133.291822,70.61,5.729,5.76,0.3081
143.838391,-177.12,5.635,5.187,0.6619
153.181082,0.0,3.0,3.0,0.5
167.826679,177.11,0.121,5.874,0.7992
171.801796,179.33,5.878,0.104,0.7894
137.503448,176.67,5.898,5.872,0.2007
134.541988,118.71,5.89,5.898,0.2984
133.937697,62.15,5.868,5.899,0.3954
144.984894,138.95,5.9,5.9,0.8
142.16183,-179.63,3.31,5.885,0.2059
174.229105,-178.99,5.83,0.115,0.204
166.195016,-177.68,0.289,5.615,0.7897
139.460422,2.81,5.864,5.896,0.2966
136.289082,120.43,5.883,5.889,0.4439
133.436362,68.81,5.56,5.9,0.3948
147.870949,-18.62,3.071,5.878,0.7509
138.153334,-169.5,5.77,5.891,0.3698
138.09818,-60.4,3.69,5.895,0.4676
133.722784,85.53,5.632,5.895,0.3759
136.189127,125.65,4.622,5.9,0.3005
236.566486,-180.0,0.1,0.1,0.8
133.88241,66.7,5.521,5.231,0.3924
133.758775,58.64,5.342,5.9,0.3771
133.427874,72.27,5.49,5.9,0.4091
133.438313,68.86,5.56,5.9,0.3948
133.438535,68.8,5.56,5.9,0.3949
170.920956,171.82,5.9,0.254,0.2011
144.87189,4.31,5.9,3.18,0.7125
145.342768,1.52,5.75,5.883,0.6525
133.467976,72.55,5.337,5.872,0.3918
138.340568,16.17,5.867,4.946,0.3415
182.84703,-180.0,4.033,0.1,0.5011
175.566535,57.22,0.175,5.879,0.2179
145.480696,179.19,5.9,2.712,0.5242
142.527954,-126.75,5.844,2.813,0.449
133.450955,68.47,5.45,5.9,0.3932
140.134573,13.07,5.079,4.945,0.5072
222.685339,-180.0,0.1,1.478,0.2
144.351447,179.67,3.053,5.869,0.6121
145.066715,133.27,5.794,3.097,0.2233
139.654723,-98.19,4.442,4.335,0.3104
133.650018,76.16,5.487,5.551,0.3884
133.485294,72.55,5.482,5.883,0.3987
133.38525,72.83,5.431,5.889,0.389
133.356523,73.08,5.432,5.9,0.3884
133.428706,76.96,5.452,5.9,0.3784
133.441289,75.02,5.442,5.9,0.3834
133.50937,74.97,5.441,5.9,0.3918
133.375652,72.84,5.409,5.9,0.3881
162.997852,-164.23,0.375,5.893,0.4192
143.219987,28.21,5.861,2.605,0.4538
137.256229,86.58,3.569,5.861,0.4902
133.307893,70.98,5.457,5.897,0.3839
133.460506,70.37,5.468,5.878,0.3817
133.320215,71.06,5.453,5.9,0.3851
155.679169,153.68,3.291,2.727,0.7994
147.576571,11.08,2.788,5.761,0.234
140.34528,145.67,4.743,4.449,0.5803
134.01047,83.42,5.038,5.897,0.3809
133.288352,71.47,5.462,5.898,0.382
133.271926,71.96,5.483,5.898,0.3816
157.135403,-163.11,2.959,2.831,0.7863
143.42798,-178.39,3.518,4.129,0.5284
138.534341,-174.95,3.913,5.776,0.4057
133.319323,71.76,5.538,5.893,0.387
134.13115,80.85,5.125,5.787,0.4447
134.598068,52.07,5.9,5.9,0.3627
133.279261,71.9,5.484,5.9,0.3815
133.341359,73.05,5.479,5.899,0.382
133.268731,72.05,5.481,5.897,0.3806
144.874466,-171.93,3.252,5.859,0.7167
149.268572,-168.05,5.809,2.761,0.7865
138.548027,169.82,5.826,4.173,0.387
133.721394,69.93,5.304,5.882,0.4115
136.178484,117.28,4.545,4.941,0.412
170.558275,-106.56,0.544,4.908,0.2
138.660254,-72.24,4.254,4.264,0.6711
147.861398,169.21,5.861,3.301,0.7764
136.435609,-108.78,5.18,4.633,0.4994
133.334805,72.59,5.56,5.884,0.3773
136.168082,108.79,5.894,4.943,0.4789
149.827999,180.0,2.241,5.9,0.8
150.025174,-50.32,5.756,2.404,0.2093
138.961431,-176.8,5.884,4.5,0.2034
136.537113,-109.65,5.042,5.766,0.2237
133.270145,70.44,5.548,5.899,0.3809
134.698269,101.06,5.899,5.203,0.3653
134.346172,88.32,5.381,5.248,0.3849
133.282529,71.36,5.488,5.878,0.3803
133.282284,71.78,5.47,5.896,0.3808
133.281604,71.9,5.483,5.892,0.3805
168.512766,33.86,0.526,5.894,0.5493
138.971223,69.09,4.331,4.509,0.7964
139.755499,-17.26,4.238,5.892,0.3197
133.25919,70.77,5.521,5.898,0.3807
133.267652,72.04,5.525,5.892,0.382
133.259751,71.96,5.528,5.891,0.3799
146.168144,27.35,4.379,3.805,0.2007
140.789215,42.15,3.518,4.489,0.619
140.956043,-38.1,4.822,3.515,0.4319
133.247814,72.06,5.509,5.89,0.3791
133.324374,73.02,5.521,5.887,0.3787
133.241508,72.1,5.508,5.886,0.3783
158.112219,179.0,1.956,4.777,0.305
138.269822,-46.02,5.772,4.39,0.2011
137.497033,-148.88,5.896,4.244,0.37
133.431349,69.53,5.543,5.9,0.3756
134.306936,113.14,5.672,5.9,0.3496
133.729588,66.64,5.107,5.9,0.2699
133.255619,71.09,5.509,5.898,0.3772
133.278366,71.67,5.506,5.877,0.3786
133.232625,72.22,5.503,5.888,0.3782
169.883241,-46.66,5.896,0.306,0.629
144.016786,178.1,5.762,5.805,0.6251
139.698035,-145.28,4.282,5.813,0.5777
133.595727,83.54,5.335,5.876,0.3196
134.119235,73.39,4.774,5.551,0.4124
133.663625,85.38,5.71,5.9,0.3337
151.01628,-90.17,1.769,5.072,0.5919
137.987366,-69.7,5.898,4.735,0.7947
134.241911,-77.29,5.229,5.856,0.4042
133.462388,80.17,5.475,5.894,0.349
134.391602,86.0,5.188,5.366,0.303
133.886097,77.32,5.413,5.424,0.3568
146.483345,85.16,4.395,2.659,0.6438
137.201787,66.8,5.61,4.495,0.6672
136.360075,97.36,4.429,5.831,0.6601
133.271728,71.83,5.487,5.895,0.3783
134.158128,91.86,5.065,5.847,0.2888
133.368347,59.19,5.9,5.9,0.3165
133.291426,73.66,5.504,5.887,0.3782
133.325896,72.94,5.504,5.887,0.3782
133.239673,72.01,5.503,5.891,0.3779
139.177569,-104.57,4.424,5.679,0.7989
139.250998,66.55,4.543,3.567,0.4933
138.421117,-53.26,5.821,3.968,0.5977
132.978944,71.33,5.605,5.896,0.3077
132.987074,71.59,5.611,5.88,0.3081
132.971189,72.12,5.605,5.894,0.309
152.907636,-15.66,2.521,3.418,0.7998
141.472002,12.89,3.583,4.531,0.4073
137.204552,131.62,5.886,4.581,0.221
132.979912,71.25,5.626,5.893,0.3084
132.993673,70.44,5.61,5.865,0.3086
133.048328,72.17,5.635,5.868,0.3073
143.549035,-164.59,5.036,3.388,0.6197
134.686835,-65.31,5.7,4.388,0.348
143.731244,-19.18,4.168,5.678,0.6185
133.085407,72.57,5.627,5.897,0.31
132.969775,70.96,5.616,5.898,0.3081
133.185577,70.07,5.613,5.891,0.3113
132.95047,70.57,5.612,5.9,0.309
133.176051,70.28,5.609,5.9,0.3104
133.186718,70.15,5.612,5.891,0.3087
132.971092,70.45,5.611,5.9,0.3087
145.170364,175.7,4.033,5.311,0.7901
140.418581,166.34,4.465,5.89,0.5153
134.470981,-104.0,5.894,5.432,0.3137
133.174341,75.31,5.602,5.896,0.3044
133.189568,72.39,5.637,5.894,0.3066
133.201191,70.15,5.615,5.864,0.3071
151.666659,-114.11,2.128,5.065,0.3617
139.563282,39.32,5.684,3.429,0.2931
136.318399,-131.36,4.725,5.345,0.3481
133.070976,73.35,5.607,5.877,0.3083
133.072717,73.18,5.574,5.894,0.3083
133.047042,74.13,5.586,5.888,0.3134
158.174023,173.88,3.543,2.721,0.3319
135.885515,-92.42,5.756,5.892,0.589
136.857429,45.89,5.814,3.929,0.4401
133.039846,74.0,5.602,5.88,0.311
133.104074,72.65,5.599,5.884,0.3107
133.065277,73.47,5.588,5.88,0.3104
133.180746,69.95,5.631,5.9,0.3089
133.168744,70.26,5.622,5.9,0.309
132.943386,70.78,5.609,5.9,0.3091
158.052457,173.77,2.288,3.529,0.5556
145.407176,-171.4,4.422,4.098,0.7979
137.772816,-45.65,4.495,4.851,0.4251
132.972528,70.79,5.6,5.865,0.3098
133.116991,73.28,5.626,5.792,0.3164
132.985781,71.09,5.611,5.9,0.3087
143.857994,172.63,3.867,4.421,0.2052
140.67017,-170.38,5.801,5.6,0.5113
144.85067,-6.41,5.028,4.444,0.7458
133.007947,72.25,5.589,5.839,0.3156
132.976865,70.78,5.6,5.853,0.3123
132.994315,71.31,5.61,5.856,0.3098
152.360968,-57.48,4.395,2.04,0.6227
141.952685,-74.76,3.379,4.162,0.5233
138.736857,106.55,5.105,3.98,0.3298
133.147739,72.48,5.583,5.839,0.3131
133.205487,69.74,5.628,5.838,0.3161
133.231709,74.31,5.553,5.872,0.3169
132.963237,70.75,5.609,5.877,0.3096
132.957863,70.76,5.609,5.889,0.3094
132.947327,70.74,5.609,5.9,0.3097
141.444329,152.71,3.083,5.86,0.351
140.066826,71.22,3.676,4.926,0.2765
137.669691,-48.49,5.82,5.368,0.4948
132.969348,70.59,5.596,5.876,0.309
132.987095,72.15,5.606,5.865,0.3138
132.977636,71.79,5.605,5.888,0.3081
144.867603,141.75,3.414,4.186,0.6873
139.70905,102.9,5.808,3.53,0.5623
136.26732,75.82,4.497,4.961,0.5724
133.137578,72.35,5.618,5.85,0.3137
132.998922,71.59,5.606,5.879,0.3079
133.147315,72.33,5.588,5.851,0.316
156.026426,-174.6,4.676,2.474,0.2312
137.045505,-179.32,5.817,5.892,0.2072
137.151779,177.09,5.223,5.065,0.2946
132.979787,70.88,5.592,5.864,0.3115
133.010477,71.69,5.597,5.862,0.3124
132.988271,71.14,5.606,5.889,0.3094
149.78115,4.14,2.065,5.783,0.4329
142.452655,-137.62,5.865,5.759,0.7936
136.353395,50.01,5.744,4.852,0.2074
133.070572,74.17,5.602,5.861,0.312
133.32533,75.46,5.529,5.686,0.3256
133.116062,73.57,5.565,5.785,0.3169
139.81572,83.65,3.22,5.864,0.7945
140.551378,46.54,5.076,5.747,0.7883
136.510143,-45.54,5.158,5.26,0.2703
132.992518,71.19,5.613,5.876,0.3092
134.64851,77.41,4.957,5.892,0.2268
133.450296,68.22,5.524,5.9,0.3924
144.955638,-171.13,2.508,5.894,0.5282
141.024446,-87.57,3.242,5.821,0.2593
135.415337,-114.34,5.723,5.172,0.4259
133.010377,71.02,5.606,5.857,0.3112
132.999862,70.79,5.894,5.891,0.3141
133.10117,67.42,5.9,5.9,0.3111
145.274874,-104.94,2.955,4.548,0.7934
142.415296,165.9,3.344,4.746,0.4886
138.748182,177.64,5.07,5.854,0.3967
133.136838,72.58,5.791,5.891,0.3129
133.030186,72.08,5.881,5.885,0.3155
133.020015,71.61,5.587,5.833,0.3156
165.980078,-17.45,0.62,5.866,0.7963
142.30559,2.51,4.69,3.79,0.5925
140.034356,14.72,4.172,5.777,0.4754
133.056786,73.59,5.593,5.88,0.3145
133.033254,71.99,5.88,5.85,0.3124
133.018891,71.99,5.895,5.883,0.3112
135.337047,86.11,5.664,5.705,0.5955
139.741582,-179.51,4.457,4.027,0.4013
137.176553,34.47,4.648,4.521,0.3349
133.036032,71.75,5.881,5.881,0.3131
133.011161,70.98,5.591,5.855,0.3122
133.056657,71.1,5.892,5.882,0.3176
178.391966,89.91,0.427,4.815,0.2072
174.564626,-88.78,5.242,0.431,0.6359
148.09148,172.04,5.865,5.785,0.7998
168.628542,166.43,0.156,5.895,0.7975
137.880246,-58.83,5.86,5.885,0.5871
137.287865,-60.92,5.874,5.889,0.5855
135.875397,-120.3,5.894,5.897,0.4909
147.999307,-180.0,5.9,5.9,0.8
137.844336,178.27,5.897,5.876,0.2063
139.064285,-17.21,5.9,5.839,0.2176
133.899925,85.01,5.896,5.898,0.4085
133.293726,73.67,5.892,5.894,0.3602
135.420797,120.5,5.898,4.94,0.3497
133.250233,74.15,5.9,5.9,0.3551
171.177425,177.53,5.899,0.256,0.2099
139.947307,-28.56,5.892,3.539,0.4384
142.460912,178.69,5.899,5.76,0.5462
139.649578,16.68,5.899,5.865,0.3923
134.573421,109.8,5.899,5.9,0.3585
133.611172,79.4,5.9,5.806,0.3643
133.4648,63.8,5.9,5.9,0.3517
133.320981,75.63,5.736,5.9,0.3522
133.336934,75.47,5.9,5.9,0.3552
133.198532,71.74,5.9,5.887,0.3534
133.195824,71.38,5.9,5.9,0.3534
151.309615,-179.6,2.2,5.895,0.2247
136.644665,-179.9,5.838,5.839,0.2406
139.217892,-176.56,5.891,5.852,0.3914
133.266462,72.32,5.854,5.887,0.3428
133.196764,71.63,5.869,5.897,0.3539
133.163803,71.42,5.853,5.898,0.3503
152.579185,-170.5,5.847,2.496,0.2003
143.881421,33.1,3.704,4.282,0.2551
139.547504,24.78,5.89,3.924,0.2442
133.363859,69.32,5.745,5.896,0.3462
136.801301,130.41,5.895,5.831,0.3913
135.745338,125.12,5.711,5.868,0.3329
156.142723,171.71,5.828,1.582,0.6663
140.513606,106.26,5.605,3.37,0.5384
136.005478,59.65,5.886,3.926,0.4082
133.173835,71.7,5.886,5.895,0.3503
133.359745,69.65,5.873,5.876,0.3486
136.50386,-111.04,5.9,5.9,0.5727
133.163387,71.48,5.853,5.9,0.3503
133.266786,72.53,5.849,5.888,0.3501
133.166688,71.19,5.853,5.9,0.3502
165.277041,-178.12,0.315,5.888,0.7747
140.946775,-58.36,3.001,5.885,0.4688
137.015598,45.74,4.088,4.959,0.4618
133.286219,72.63,5.899,5.887,0.3523
134.311219,84.17,5.778,5.309,0.4275
133.393602,79.51,5.9,5.9,0.27
143.996216,34.34,3.113,5.736,0.7994
136.398154,-93.24,4.31,5.885,0.2999
138.649016,13.9,4.19,5.899,0.3236
133.364964,80.01,5.898,5.9,0.3071
133.217437,73.56,5.849,5.888,0.3452
133.318826,74.3,5.844,5.896,0.3434
144.654351,15.18,5.518,3.995,0.7985
135.931495,74.79,4.844,5.738,0.662
140.504296,22.62,5.572,4.642,0.5668
133.481993,84.32,5.898,5.891,0.2946
133.204148,71.21,5.883,5.889,0.3543
133.409542,69.57,5.879,5.896,0.3558
133.175568,71.45,5.852,5.9,0.3526
133.173686,71.57,5.864,5.9,0.3503
133.165944,71.47,5.852,5.9,0.3508
141.237592,-119.04,3.591,5.888,0.7198
144.342927,-13.82,3.797,5.896,0.6216
135.083772,100.14,4.82,5.846,0.5201
133.137002,72.19,5.888,5.899,0.3475
133.140091,72.2,5.886,5.883,0.348
133.234347,73.47,5.888,5.886,0.3474
143.011172,-176.52,3.958,3.793,0.5005
139.517103,-175.85,4.099,5.875,0.4861
136.716875,-93.04,4.691,4.641,0.4399
133.225778,70.37,5.893,5.897,0.3224
133.044432,71.16,5.892,5.898,0.3196
133.041803,71.48,5.897,5.9,0.3151
149.029484,177.77,3.26,3.61,0.7342
136.300129,-93.63,5.837,4.403,0.2738
135.495717,53.97,4.899,4.738,0.3305
133.057683,71.87,5.871,5.865,0.3166
133.041754,71.86,5.879,5.884,0.3162
133.051521,71.66,5.891,5.9,0.318
133.010376,70.84,5.861,5.895,0.3158
133.039642,71.02,5.856,5.9,0.3155
133.013066,70.66,5.862,5.896,0.3164
140.274336,179.99,4.105,4.257,0.4406
139.973169,121.37,4.009,4.428,0.6005
137.368079,107.11,4.882,4.389,0.4701
133.20529,67.29,5.886,5.866,0.3034
133.041765,71.54,5.872,5.883,0.3135
133.021598,70.47,5.866,5.885,0.3152
137.908203,-176.09,4.738,4.663,0.3176
136.176098,119.14,4.008,5.78,0.363
137.633337,-35.15,5.158,5.046,0.3394
134.182746,87.82,5.058,5.526,0.3851
133.179643,72.29,5.829,5.876,0.3164
133.040023,71.27,5.876,5.898,0.3144
138.624455,-107.54,5.146,3.958,0.6786
141.315763,-172.14,5.868,4.076,0.5254
135.048136,-120.35,5.323,5.285,0.3491
133.230936,69.63,5.881,5.888,0.3148
133.083129,74.13,5.896,5.9,0.3114
133.011353,71.87,5.884,5.899,0.3105
133.046009,71.85,5.862,5.882,0.3169
133.050404,71.35,5.862,5.888,0.3163
133.043934,70.9,5.867,5.897,0.3157
141.50198,157.36,4.354,4.428,0.2057
137.722053,-116.87,4.509,5.13,0.5902
136.417169,110.84,4.793,5.467,0.2423
133.106736,73.11,5.881,5.863,0.3013
133.016378,72.02,5.882,5.893,0.3102
133.014858,72.05,5.878,5.898,0.3113
146.441095,-30.46,5.085,5.898,0.7936
139.642041,-33.96,4.584,5.898,0.4611
134.757617,76.98,5.824,4.771,0.2581
132.993589,72.01,5.852,5.872,0.2886
133.001426,72.06,5.848,5.863,0.2915
133.07399,74.03,5.855,5.859,0.2881
145.424961,175.85,3.293,5.882,0.7283
135.706116,-78.13,5.675,4.498,0.5445
136.453678,-99.5,5.427,5.582,0.2037
132.972051,70.64,5.837,5.893,0.2896
133.004508,71.88,5.821,5.872,0.294
133.121282,72.52,5.817,5.894,0.2924
133.247003,69.02,5.82,5.864,0.2883
132.977901,70.49,5.851,5.9,0.29
132.99982,71.13,5.834,5.899,0.2897
148.431484,96.11,2.075,5.812,0.5446
137.545874,-167.71,4.475,5.752,0.2127
137.660433,134.85,4.648,4.697,0.3387
133.005238,70.99,5.885,5.895,0.2944
133.020328,71.05,5.869,5.879,0.2925
133.146975,72.33,5.856,5.886,0.2907
145.645132,-2.94,3.53,3.844,0.705
141.595379,175.7,3.453,5.883,0.5092
135.168212,-95.22,5.791,4.923,0.4415
133.023388,70.96,5.847,5.853,0.2947
133.15127,72.44,5.879,5.894,0.3118
133.194839,69.95,5.847,5.89,0.2912
148.635305,158.92,5.578,2.448,0.3146
140.499358,-101.06,4.423,4.55,0.2348
136.116854,-115.99,4.69,5.804,0.4406
133.058048,71.65,5.9,5.807,0.2926
133.140693,72.51,5.843,5.848,0.2929
132.998094,70.54,5.881,5.869,0.2937
133.19553,70.26,5.838,5.899,0.2874
133.005234,71.12,5.842,5.886,0.2894
132.976162,70.55,5.837,5.894,0.2891
142.159054,128.31,5.498,4.107,0.7277
137.284979,107.07,5.411,4.726,0.6031
133.928164,63.94,5.655,5.069,0.3385
133.163416,72.65,5.897,5.821,0.2857
132.995938,71.26,5.841,5.897,0.2897
133.223583,69.36,5.884,5.84,0.2922
144.023545,-139.17,3.054,4.824,0.3763
139.295906,-174.96,5.179,5.054,0.4741
135.916626,100.21,4.289,5.429,0.4434
133.200946,70.32,5.846,5.896,0.3092
133.00918,71.18,5.88,5.887,0.2952
133.039955,70.94,5.861,5.862,0.2965
138.950877,77.9,4.134,4.635,0.764
137.864147,97.62,3.535,5.796,0.6103
133.654583,74.06,5.08,5.555,0.2997
133.795084,78.98,5.589,5.404,0.3025
133.00616,71.84,5.849,5.869,0.2895
133.122797,72.48,5.879,5.893,0.2969
133.204374,69.55,5.847,5.898,0.2907
133.196013,70.1,5.842,5.895,0.2901
132.971885,70.65,5.832,5.89,0.2895
141.395554,-28.66,4.298,3.908,0.5458
137.251144,-163.07,4.291,5.704,0.3534
135.95828,-142.67,5.622,5.006,0.2521
132.964679,70.42,5.898,5.898,0.2927
133.082186,72.95,5.897,5.899,0.2914
133.02298,71.39,5.837,5.853,0.2961
143.072297,164.17,4.658,5.324,0.6846
139.475554,8.26,4.981,4.331,0.4257
135.494381,87.58,5.355,4.539,0.3964
133.639109,77.89,5.389,5.737,0.3276
133.00848,71.19,5.897,5.886,0.2927
133.025251,71.12,5.885,5.871,0.2924
146.973477,-150.15,2.409,5.072,0.5759
137.158393,175.44,5.855,4.394,0.2352
135.48449,122.09,5.898,5.361,0.2146
133.214456,69.4,5.9,5.873,0.2986
133.022269,71.74,5.884,5.846,0.2936
133.017485,70.92,5.84,5.899,0.2896
133.186083,70.23,5.9,5.897,0.2928
132.963259,70.53,5.896,5.9,0.2924
132.969724,70.52,5.9,5.899,0.2928
139.697556,168.1,5.836,3.722,0.4003
143.408523,-173.24,5.635,5.027,0.6595
136.032434,-108.79,5.306,5.261,0.5286
133.027905,70.78,5.871,5.78,0.3003
133.038867,71.84,5.848,5.806,0.2993
132.972515,70.65,5.897,5.899,0.2926
138.612008,29.39,4.915,5.068,0.206
137.56295,-139.43,5.551,4.005,0.3768
134.625724,-118.82,5.878,5.89,0.2853
133.025181,72.03,5.896,5.814,0.2987
133.037222,72.02,5.889,5.808,0.2979
133.041159,72.17,5.863,5.786,0.2999
141.235076,-26.12,3.743,4.681,0.3735
135.028713,75.13,5.878,5.616,0.5554
134.725055,-89.56,5.703,5.829,0.4073
133.042746,71.98,5.898,5.804,0.306
133.067416,71.81,5.883,5.78,0.2989
133.00026,71.76,5.885,5.888,0.2921
132.971437,70.63,5.9,5.897,0.2918
133.194315,69.91,5.893,5.9,0.2922
133.185519,70.22,5.894,5.9,0.2923
139.232527,39.45,4.287,4.677,0.6215
135.89414,89.87,5.792,4.604,0.5074
135.48666,-142.22,4.934,5.867,0.2883
133.102923,68.73,5.809,5.779,0.3005
133.133367,72.92,5.856,5.799,0.3033
133.002416,70.73,5.869,5.863,0.2933
132.970697,70.62,5.9,5.897,0.2918
141.806953,96.73,5.028,3.545,0.2737
138.971869,9.38,5.872,4.505,0.3612
134.129026,80.04,5.237,5.863,0.4572
132.987341,71.82,5.892,5.893,0.2915
133.059877,71.37,5.849,5.797,0.299
132.966109,70.74,5.854,5.893,0.2897
153.943077,-175.87,1.826,5.439,0.345
167.418845,178.0,5.442,0.621,0.6351
236.240807,-179.65,0.164,0.126,0.2075
167.353212,179.67,0.163,5.872,0.794
171.995261,-179.92,5.863,0.158,0.797
140.020378,58.7,3.911,3.956,0.4071
135.977427,48.3,4.739,4.908,0.4516
136.579465,42.67,5.194,5.9,0.4642
147.746899,-179.91,5.872,5.879,0.793
137.213739,-174.52,5.892,5.892,0.2036
137.760145,179.12,5.868,5.859,0.2147
140.399452,-11.04,5.681,5.849,0.3535
134.130024,99.83,5.6,5.863,0.4135
134.045022,98.83,5.602,5.884,0.4136
148.293175,179.73,5.888,5.894,0.7983
169.134647,175.77,0.45,5.895,0.206
140.646215,-97.6,3.3,5.891,0.618
136.16559,122.98,5.862,5.9,0.3955
134.174756,96.98,5.595,5.889,0.4139
134.150608,97.74,5.62,5.888,0.4134
134.076506,99.24,5.605,5.891,0.4164
134.056977,99.27,5.599,5.895,0.413
134.233368,98.62,5.596,5.884,0.4136
146.231489,3.99,5.897,3.074,0.7942
140.642984,-165.86,5.874,3.825,0.493
138.853983,-53.62,5.88,4.999,0.6339
134.324797,101.6,5.671,5.891,0.4189
134.112352,99.73,5.609,5.877,0.4126
134.13412,94.63,5.613,5.893,0.4161
144.037853,158.81,3.03,5.898,0.6442
142.924017,175.2,5.874,3.625,0.5918
137.679754,-159.13,4.666,5.817,0.4166
134.220857,96.19,5.615,5.872,0.4183
134.181195,98.31,5.609,5.898,0.4152
134.058483,99.09,5.613,5.892,0.4144
147.448374,-49.62,5.892,2.641,0.2081
143.486949,-14.0,5.894,2.762,0.4943
141.206713,29.4,4.129,5.569,0.67
134.356268,100.94,5.599,5.9,0.419
134.101535,99.54,5.613,5.887,0.4137
